date,neural net|0,neural net|1,neural net|2,neural net|3,neural net|4,neural net|5,neural net|6,neural net|7,neural net|8,neural net|9,neural net|10,neural net|11,neural net|12,neural net|13,neural net|14,neural net|15,neural net|16,neural net|17,neural net|18,neural net|19,neural net|20,neural net|21,neural net|22,neural net|23
2017-12-12,795.3771,687.0357,606.8003,667.1567,676.056,676.0133,547.00665,719.3739999999998,583.7344,598.1526,641.4350599999998,630.5043,660.1453,773.16565,741.9782,732.71277,683.40875,637.41095,633.98016,642.1669,678.8446700000002,609.4682,596.13885,616.3425
2017-12-13,764.95593,823.7028,805.5053,691.0356400000002,442.61234,438.96808,415.6156,572.2847,595.4503,541.4789400000002,592.3239,656.5783,773.66003,927.4112,930.0016,889.9973,828.5055,681.5406,668.0938,768.94635,688.1443,717.297,744.5089,815.9572
2017-12-14,636.96686,554.24713,530.84784,692.4563,600.12665,543.6539,543.59204,614.02954,613.6481,494.7101,557.34393,683.2665400000002,674.5615,768.07385,706.9469,714.2264,658.2276,743.7108,566.8023,717.36633,567.94666,644.8848,645.8182,600.4157
2017-12-15,636.41846,729.0332599999998,686.2857700000002,697.21466,593.3307,620.8816,548.8765,585.7253400000002,574.3917,488.36868,553.2732,575.92993,666.3436,706.9776,686.4866,641.0749,750.3335,563.73926,668.5421,641.7498,632.0857,641.9732700000002,582.477,633.7508
2017-12-16,791.74927,768.4812,818.5266,601.1809,582.0888,630.48724,590.40344,602.1844,618.2303,759.6035,720.4909700000002,791.30396,704.8127,780.2298599999998,817.07355,799.57587,748.86145,682.12964,722.46027,720.7185,713.18384,666.5225,749.1374,710.2885
2017-12-17,765.6823,674.1064,587.8398,644.9616,613.75214,640.5313,780.033,780.44635,827.6495,606.8019400000002,605.2533599999998,775.7095,726.2294,736.8398,716.80176,688.23145,660.02423,658.2397,767.18097,735.49896,721.1238,737.3119,741.1373,661.93097
2017-12-18,711.4350599999998,766.0717,654.8946,653.97424,646.8972,742.59607,714.11426,708.6626,633.4578,572.307,662.1126,691.13055,671.45605,671.1,714.7057,704.95514,651.7939,624.4772,588.49207,648.07117,701.1633,683.8100599999998,558.8952,558.0768
2017-12-19,770.798,605.40497,651.83734,631.7058,648.4338,692.20056,737.7973,660.98926,787.16815,784.7008,681.7828,728.9808,633.46735,564.29266,538.70593,568.4038,655.73987,673.7311,672.6175,643.6664,734.332,652.6225599999998,707.7796,578.3121
2017-12-20,778.8134,645.7918,718.1105299999998,780.3692,688.09326,698.41425,616.8594400000002,560.62823,611.354,771.8598,671.7203,686.4319,659.89813,641.5711,746.4894400000002,741.68756,781.66473,757.61426,712.52264,671.9181,724.71606,606.3041,713.4343,691.72205
2017-12-21,615.8256,634.8751,699.8052,707.4036,575.6984,661.7441,585.2693,643.9501,698.6849,623.9411,613.45166,732.5155,824.9023,729.7605,729.59424,774.6595,804.7157,688.33966,701.8752400000002,667.68713,702.8761,755.6045,700.0816,696.3624
2017-12-22,674.58966,572.7052,641.6487,709.5999,720.2511,700.2802,629.4268,621.4073,638.3392299999998,569.1367,598.885,704.63153,639.0605,540.7497,686.7874,720.6661,699.1513,703.7764,621.3713,545.35583,725.4642,661.57495,705.65845,635.48883
2017-12-23,904.6465,783.4279,871.8301,679.1254,714.96594,695.2813,882.2471,586.4612,623.4028,763.6567,760.00305,706.3218400000002,782.091,832.0973,925.89014,920.7891,751.2056,850.8578,739.58673,804.558,831.47577,714.24475,646.94574,752.3004
2017-12-24,648.5872,398.46548,668.5416,659.4233,642.9767,602.0336,543.6831,702.1186,729.9519,502.22693,678.7836,680.9402,680.95807,712.31,633.8366,605.7547,766.65735,695.2465,698.70905,699.1307400000002,634.6216400000002,662.27747,662.80133,497.59644
2017-12-25,698.05597,739.6918,624.9236,697.6458,599.1115,795.4022,689.0351,624.87573,711.97504,839.5577400000002,811.43,782.2573,779.11786,820.81195,918.6109,932.982,896.1647300000002,773.8473,711.2495,796.9953,802.0576,814.2556,778.8226,814.9921
2017-12-26,717.22876,744.7587,664.3548599999998,741.19934,654.335,755.3222,805.8384,686.3380000000002,746.02783,663.37115,684.434,732.72424,668.14594,659.0667,703.4891,802.90936,847.1672,824.61707,762.6263,802.61115,747.1406,717.05444,652.22546,667.98694
2017-12-27,700.40015,808.9659,660.6035,689.311,738.07336,767.44196,788.30145,719.8308,704.8784,814.9530599999998,776.86774,716.75977,709.89197,728.3906,694.3071,827.9518400000002,780.7731,773.29254,680.74603,686.3732,643.596,544.9481,586.48157,621.6215
2017-12-28,679.4514,694.70557,553.29706,686.4952400000002,581.67017,546.5953,656.7146,531.2686,485.7722,626.39667,574.8838,628.93823,703.8243,696.0315,697.3318,675.7923599999998,683.4601,578.0311,578.1537,597.5908,632.2833,523.4097,627.01025,664.9876
2017-12-29,590.27747,642.47296,570.1678,669.1075,601.27655,629.4566,699.1178,697.9841,636.22046,647.5285,660.8064,710.53265,671.0917400000002,575.6623,616.9543,582.94495,601.83813,516.27313,563.04675,575.019,619.60266,623.63763,578.1861,536.08527
2017-12-30,647.6659999999998,839.0472,650.3782,703.87915,609.0797,671.62823,659.0788,634.05786,656.9056,669.0988,636.1396,611.85583,639.3122599999998,758.1199,732.43915,794.33167,754.3468,671.0626,760.7832,685.44305,741.2839,677.39044,603.9137,604.2061
